date,store_id,ndc,on_hand_qty,in_transit_qty,days_of_supply,reorder_point_days,target_days_of_supply
2024-04-08,ST005,57137-519-83,20,23,6.4,7,14
2024-04-15,ST005,57137-519-83,24,0,7.7,7,14
2024-04-22,ST005,57137-519-83,25,0,8.1,7,14
2024-04-29,ST005,57137-519-83,36,0,11.6,7,14
2024-05-06,ST005,57137-519-83,19,22,6.1,7,14
2024-05-13,ST005,57137-519-83,39,0,12.6,7,14
2024-05-20,ST005,57137-519-83,22,0,7.1,7,14
2024-05-27,ST005,57137-519-83,26,0,8.4,7,14
2024-06-03,ST005,57137-519-83,28,0,9,7,14
2024-06-10,ST005,57137-519-83,36,0,11.6,7,14
2024-06-17,ST005,57137-519-83,40,0,12.9,7,14
2024-06-24,ST005,57137-519-83,29,0,9.3,7,14
2024-07-01,ST005,57137-519-83,36,0,11.6,7,14
2024-07-08,ST005,57137-519-83,22,0,7.1,7,14
2024-07-15,ST005,57137-519-83,21,22,6.8,7,14
2024-07-22,ST005,57137-519-83,26,0,8.4,7,14
2024-07-29,ST005,57137-519-83,34,0,11,7,14
2024-08-05,ST005,57137-519-83,22,0,7.1,7,14
2024-08-12,ST005,57137-519-83,26,0,8.4,7,14
2024-08-19,ST005,57137-519-83,31,0,10,7,14
2024-08-26,ST005,57137-519-83,37,0,11.9,7,14
2024-09-02,ST005,57137-519-83,17,26,5.5,7,14
2024-09-09,ST005,57137-519-83,18,25,5.8,7,14
2024-09-16,ST005,57137-519-83,24,0,7.7,7,14
2024-09-23,ST005,57137-519-83,30,0,9.7,7,14
2024-09-30,ST005,57137-519-83,30,0,9.7,7,14
2024-10-07,ST005,57137-519-83,40,0,12.9,7,14
2024-10-14,ST005,57137-519-83,19,22,6.1,7,14
2024-10-21,ST005,57137-519-83,24,0,7.7,7,14
2024-10-28,ST005,57137-519-83,31,0,10,7,14
2024-11-04,ST005,57137-519-83,9,24,2.9,7,14
2024-11-11,ST005,57137-519-83,17,24,5.5,7,14
2024-11-18,ST005,57137-519-83,23,0,7.4,7,14
2024-11-25,ST005,57137-519-83,31,0,10,7,14
2024-12-02,ST005,57137-519-83,29,0,9.3,7,14
2024-12-09,ST005,57137-519-83,18,25,5.8,7,14
2024-12-16,ST005,57137-519-83,21,22,6.8,7,14
2024-12-23,ST005,57137-519-83,22,0,7.1,7,14
2024-12-30,ST005,57137-519-83,27,0,8.7,7,14
2025-01-06,ST005,57137-519-83,33,0,10.6,7,14
2025-01-13,ST005,57137-519-83,38,0,12.2,7,14
2025-01-20,ST005,57137-519-83,25,0,8.1,7,14
2025-01-27,ST005,57137-519-83,29,0,9.3,7,14
2025-02-03,ST005,57137-519-83,36,0,11.6,7,14
2025-02-10,ST005,57137-519-83,18,25,5.8,7,14
2025-02-17,ST005,57137-519-83,21,22,6.8,7,14
2025-02-24,ST005,57137-519-83,22,0,7.1,7,14
2025-03-03,ST005,57137-519-83,23,0,7.4,7,14
2025-03-10,ST005,57137-519-83,33,0,10.6,7,14
2025-03-17,ST005,57137-519-83,21,22,6.8,7,14
2025-03-24,ST005,57137-519-83,19,24,6.1,7,14
2025-03-31,ST005,57137-519-83,24,0,7.7,7,14
2025-04-07,ST005,57137-519-83,24,0,7.7,7,14
2025-04-14,ST005,57137-519-83,21,22,6.8,7,14
2025-04-21,ST005,57137-519-83,23,0,7.4,7,14
2025-04-28,ST005,57137-519-83,24,0,7.7,7,14
2025-05-05,ST005,57137-519-83,32,0,10.3,7,14
2025-05-12,ST005,57137-519-83,34,0,11,7,14
2025-05-19,ST005,57137-519-83,40,0,12.9,7,14
2025-05-26,ST005,57137-519-83,18,22,5.8,7,14
2025-06-02,ST005,57137-519-83,25,0,8.1,7,14
2025-06-09,ST005,57137-519-83,26,0,8.4,7,14
2025-06-16,ST005,57137-519-83,30,0,9.7,7,14
2025-06-23,ST005,57137-519-83,28,0,9,7,14
2025-06-30,ST005,57137-519-83,32,0,10.3,7,14
2025-07-07,ST005,57137-519-83,40,0,12.9,7,14
2025-07-14,ST005,57137-519-83,23,0,7.4,7,14
2025-07-21,ST005,57137-519-83,23,0,7.4,7,14
2025-07-28,ST005,57137-519-83,28,0,9,7,14
2025-08-04,ST005,57137-519-83,28,0,9,7,14
2025-08-11,ST005,57137-519-83,33,0,10.6,7,14
2025-08-18,ST005,57137-519-83,37,0,11.9,7,14
2025-08-25,ST005,57137-519-83,20,23,6.4,7,14
2025-09-01,ST005,57137-519-83,13,22,4.2,7,14
2025-09-08,ST005,57137-519-83,16,23,5.2,7,14
2025-09-15,ST005,57137-519-83,20,23,6.4,7,14
2025-09-22,ST005,57137-519-83,19,22,6.1,7,14
2025-09-29,ST005,57137-519-83,25,0,8.1,7,14
2025-10-06,ST005,57137-519-83,24,0,7.7,7,14
2025-10-13,ST005,57137-519-83,37,0,11.9,7,14
2025-10-20,ST005,57137-519-83,24,0,7.7,7,14
2025-10-27,ST005,57137-519-83,25,0,8.1,7,14
2025-11-03,ST005,57137-519-83,35,0,11.3,7,14
2025-11-10,ST005,57137-519-83,20,23,6.4,7,14
2025-11-17,ST005,57137-519-83,30,0,9.7,7,14
2025-11-24,ST005,57137-519-83,37,0,11.9,7,14
2025-12-01,ST005,57137-519-83,23,0,7.4,7,14
2025-12-08,ST005,57137-519-83,29,0,9.3,7,14
2025-12-15,ST005,57137-519-83,34,0,11,7,14
2025-12-22,ST005,57137-519-83,16,22,5.2,7,14
2025-12-29,ST005,57137-519-83,15,22,4.8,7,14
2024-01-01,ST005,37375-352-44,88,0,12.8,7,14
2024-01-08,ST005,37375-352-44,43,53,6.2,7,14
2024-01-15,ST005,37375-352-44,56,0,8.1,7,14
2024-01-22,ST005,37375-352-44,59,0,8.6,7,14
2024-01-29,ST005,37375-352-44,63,0,9.2,7,14
2024-02-05,ST005,37375-352-44,71,0,10.3,7,14
2024-02-12,ST005,37375-352-44,84,0,12.2,7,14
2024-02-19,ST005,37375-352-44,45,51,6.5,7,14
2024-02-26,ST005,37375-352-44,46,50,6.7,7,14
2024-03-04,ST005,37375-352-44,56,0,8.1,7,14
2024-03-11,ST005,37375-352-44,62,0,9,7,14
2024-03-18,ST005,37375-352-44,64,0,9.3,7,14
2024-03-25,ST005,37375-352-44,68,0,9.9,7,14
2024-04-01,ST005,37375-352-44,83,0,12.1,7,14
2024-04-08,ST005,37375-352-44,36,51,5.2,7,14
2024-04-15,ST005,37375-352-44,54,0,7.8,7,14
2024-04-22,ST005,37375-352-44,73,0,10.6,7,14
2024-04-29,ST005,37375-352-44,86,0,12.5,7,14
2024-05-06,ST005,37375-352-44,37,48,5.4,7,14
2024-05-13,ST005,37375-352-44,31,52,4.5,7,14
2024-05-20,ST005,37375-352-44,43,49,6.2,7,14
2024-05-27,ST005,37375-352-44,60,0,8.7,7,14
2024-06-03,ST005,37375-352-44,68,0,9.9,7,14
2024-06-10,ST005,37375-352-44,79,0,11.5,7,14
2024-06-17,ST005,37375-352-44,32,52,4.6,7,14
2024-06-24,ST005,37375-352-44,37,49,5.4,7,14
2024-07-01,ST005,37375-352-44,51,0,7.4,7,14
2024-07-08,ST005,37375-352-44,56,0,8.1,7,14
2024-07-15,ST005,37375-352-44,58,0,8.4,7,14
2024-07-22,ST005,37375-352-44,64,0,9.3,7,14
2024-07-29,ST005,37375-352-44,73,0,10.6,7,14
2024-08-05,ST005,37375-352-44,75,0,10.9,7,14
2024-08-12,ST005,37375-352-44,83,0,12.1,7,14
2024-08-19,ST005,37375-352-44,47,49,6.8,7,14
2024-08-26,ST005,37375-352-44,54,0,7.8,7,14
2024-09-02,ST005,37375-352-44,60,0,8.7,7,14
2024-09-09,ST005,37375-352-44,71,0,10.3,7,14
2024-09-16,ST005,37375-352-44,73,0,10.6,7,14
2024-09-23,ST005,37375-352-44,26,55,3.8,7,14
2024-09-30,ST005,37375-352-44,89,0,12.9,7,14
2024-10-07,ST005,37375-352-44,39,50,5.7,7,14
2024-10-14,ST005,37375-352-44,58,0,8.4,7,14
2024-10-21,ST005,37375-352-44,57,0,8.3,7,14
2024-10-28,ST005,37375-352-44,65,0,9.4,7,14
2024-11-04,ST005,37375-352-44,84,0,12.2,7,14
2024-11-11,ST005,37375-352-44,47,49,6.8,7,14
2024-11-18,ST005,37375-352-44,56,0,8.1,7,14
2024-11-25,ST005,37375-352-44,71,0,10.3,7,14
2024-12-02,ST005,37375-352-44,81,0,11.8,7,14
2024-12-09,ST005,37375-352-44,52,0,7.6,7,14
2024-12-16,ST005,37375-352-44,57,0,8.3,7,14
2024-12-23,ST005,37375-352-44,60,0,8.7,7,14
2024-12-30,ST005,37375-352-44,52,0,7.6,7,14
2025-01-06,ST005,37375-352-44,54,0,7.8,7,14
2025-01-13,ST005,37375-352-44,56,0,8.1,7,14
2025-01-20,ST005,37375-352-44,59,0,8.6,7,14
2025-01-27,ST005,37375-352-44,75,0,10.9,7,14
2025-02-03,ST005,37375-352-44,87,0,12.6,7,14
2025-02-10,ST005,37375-352-44,48,48,7,7,14
2025-02-17,ST005,37375-352-44,61,0,8.9,7,14
2025-02-24,ST005,37375-352-44,66,0,9.6,7,14
2025-03-03,ST005,37375-352-44,72,0,10.5,7,14
2025-03-10,ST005,37375-352-44,77,0,11.2,7,14
2025-03-17,ST005,37375-352-44,78,0,11.3,7,14
2025-03-24,ST005,37375-352-44,39,49,5.7,7,14
2025-03-31,ST005,37375-352-44,43,53,6.2,7,14
2025-04-07,ST005,37375-352-44,54,0,7.8,7,14
2025-04-14,ST005,37375-352-44,56,0,8.1,7,14
2025-04-21,ST005,37375-352-44,61,0,8.9,7,14
2025-04-28,ST005,37375-352-44,77,0,11.2,7,14
2025-05-05,ST005,37375-352-44,18,61,2.6,7,14
2025-05-12,ST005,37375-352-44,42,48,6.1,7,14
2025-05-19,ST005,37375-352-44,47,49,6.8,7,14
2025-05-26,ST005,37375-352-44,63,0,9.2,7,14
2025-06-02,ST005,37375-352-44,71,0,10.3,7,14
2025-06-09,ST005,37375-352-44,86,0,12.5,7,14
2025-06-16,ST005,37375-352-44,33,51,4.8,7,14
2025-06-23,ST005,37375-352-44,45,51,6.5,7,14
2025-06-30,ST005,37375-352-44,61,0,8.9,7,14
2025-07-07,ST005,37375-352-44,72,0,10.5,7,14
2025-07-14,ST005,37375-352-44,83,0,12.1,7,14
2025-07-21,ST005,37375-352-44,81,0,11.8,7,14
2025-07-28,ST005,37375-352-44,44,48,6.4,7,14
2025-08-04,ST005,37375-352-44,35,48,5.1,7,14
2025-08-11,ST005,37375-352-44,34,48,4.9,7,14
2025-08-18,ST005,37375-352-44,43,53,6.2,7,14
2025-08-25,ST005,37375-352-44,49,0,7.1,7,14
2025-09-01,ST005,37375-352-44,61,0,8.9,7,14
2025-09-08,ST005,37375-352-44,75,0,10.9,7,14
2025-09-15,ST005,37375-352-44,35,52,5.1,7,14
2025-09-22,ST005,37375-352-44,48,48,7,7,14
2025-09-29,ST005,37375-352-44,53,0,7.7,7,14
2025-10-06,ST005,37375-352-44,60,0,8.7,7,14
2025-10-13,ST005,37375-352-44,80,0,11.6,7,14
2025-10-20,ST005,37375-352-44,88,0,12.8,7,14
2025-10-27,ST005,37375-352-44,52,0,7.6,7,14
2025-11-03,ST005,37375-352-44,53,0,7.7,7,14
2025-11-10,ST005,37375-352-44,61,0,8.9,7,14
2025-11-17,ST005,37375-352-44,71,0,10.3,7,14
2025-11-24,ST005,37375-352-44,69,0,10,7,14
2025-12-01,ST005,37375-352-44,83,0,12.1,7,14
2025-12-08,ST005,37375-352-44,54,0,7.8,7,14
2025-12-15,ST005,37375-352-44,70,0,10.2,7,14
2025-12-22,ST005,37375-352-44,86,0,12.5,7,14
2025-12-29,ST005,37375-352-44,50,0,7.3,7,14
2024-01-01,ST005,25095-188-55,45,0,13,7,14
2024-01-08,ST005,25095-188-55,22,27,6.3,7,14
2024-01-15,ST005,25095-188-55,31,0,8.9,7,14
2024-01-22,ST005,25095-188-55,30,0,8.7,7,14
2024-01-29,ST005,25095-188-55,38,0,11,7,14
2024-02-05,ST005,25095-188-55,17,26,4.9,7,14
2024-02-12,ST005,25095-188-55,26,0,7.5,7,14
2024-02-19,ST005,25095-188-55,25,0,7.2,7,14
2024-02-26,ST005,25095-188-55,35,0,10.1,7,14
2024-03-04,ST005,25095-188-55,25,0,7.2,7,14
2024-03-11,ST005,25095-188-55,34,0,9.8,7,14
2024-03-18,ST005,25095-188-55,35,0,10.1,7,14
2024-03-25,ST005,25095-188-55,38,0,11,7,14
2024-04-01,ST005,25095-188-55,23,26,6.6,7,14
2024-04-08,ST005,25095-188-55,31,0,8.9,7,14
2024-04-15,ST005,25095-188-55,36,0,10.4,7,14
2024-04-22,ST005,25095-188-55,46,0,13.3,7,14
2024-04-29,ST005,25095-188-55,25,0,7.2,7,14
2024-05-06,ST005,25095-188-55,37,0,10.7,7,14
2024-05-13,ST005,25095-188-55,21,25,6.1,7,14
2024-05-20,ST005,25095-188-55,27,0,7.8,7,14
2024-05-27,ST005,25095-188-55,37,0,10.7,7,14
2024-06-03,ST005,25095-188-55,25,0,7.2,7,14
2024-06-10,ST005,25095-188-55,27,0,7.8,7,14
2024-06-17,ST005,25095-188-55,36,0,10.4,7,14
2024-06-24,ST005,25095-188-55,43,0,12.4,7,14
2024-07-01,ST005,25095-188-55,13,27,3.8,7,14
2024-07-08,ST005,25095-188-55,22,25,6.3,7,14
2024-07-15,ST005,25095-188-55,17,26,4.9,7,14
2024-07-22,ST005,25095-188-55,18,28,5.2,7,14
2024-07-29,ST005,25095-188-55,16,27,4.6,7,14
2024-08-05,ST005,25095-188-55,28,0,8.1,7,14
2024-08-12,ST005,25095-188-55,35,0,10.1,7,14
2024-08-19,ST005,25095-188-55,32,0,9.2,7,14
2024-08-26,ST005,25095-188-55,42,0,12.1,7,14
2024-09-02,ST005,25095-188-55,20,28,5.8,7,14
2024-09-09,ST005,25095-188-55,29,0,8.4,7,14
2024-09-16,ST005,25095-188-55,40,0,11.5,7,14
2024-09-23,ST005,25095-188-55,24,25,6.9,7,14
2024-09-30,ST005,25095-188-55,32,0,9.2,7,14
2024-10-07,ST005,25095-188-55,40,0,11.5,7,14
2024-10-14,ST005,25095-188-55,19,25,5.5,7,14
2024-10-21,ST005,25095-188-55,21,28,6.1,7,14
2024-10-28,ST005,25095-188-55,44,0,12.7,7,14
2024-11-04,ST005,25095-188-55,24,25,6.9,7,14
2024-11-11,ST005,25095-188-55,25,0,7.2,7,14
2024-11-18,ST005,25095-188-55,31,0,8.9,7,14
2024-11-25,ST005,25095-188-55,44,0,12.7,7,14
2024-12-02,ST005,25095-188-55,19,26,5.5,7,14
2024-12-09,ST005,25095-188-55,25,0,7.2,7,14
2024-12-16,ST005,25095-188-55,40,0,11.5,7,14
2024-12-23,ST005,25095-188-55,43,0,12.4,7,14
2024-12-30,ST005,25095-188-55,21,25,6.1,7,14
2025-01-06,ST005,25095-188-55,25,0,7.2,7,14
2025-01-13,ST005,25095-188-55,33,0,9.5,7,14
2025-01-20,ST005,25095-188-55,35,0,10.1,7,14
2025-01-27,ST005,25095-188-55,41,0,11.8,7,14
2025-02-03,ST005,25095-188-55,44,0,12.7,7,14
2025-02-10,ST005,25095-188-55,18,25,5.2,7,14
2025-02-17,ST005,25095-188-55,19,30,5.5,7,14
2025-02-24,ST005,25095-188-55,29,0,8.4,7,14
2025-03-03,ST005,25095-188-55,37,0,10.7,7,14
2025-03-10,ST005,25095-188-55,38,0,11,7,14
2025-03-17,ST005,25095-188-55,17,27,4.9,7,14
2025-03-24,ST005,25095-188-55,30,0,8.7,7,14
2025-03-31,ST005,25095-188-55,34,0,9.8,7,14
2025-04-07,ST005,25095-188-55,36,0,10.4,7,14
2025-04-14,ST005,25095-188-55,38,0,11,7,14
2025-04-21,ST005,25095-188-55,23,26,6.6,7,14
2025-04-28,ST005,25095-188-55,29,0,8.4,7,14
2025-05-05,ST005,25095-188-55,26,0,7.5,7,14
2025-05-12,ST005,25095-188-55,34,0,9.8,7,14
2025-05-19,ST005,25095-188-55,36,0,10.4,7,14
2025-05-26,ST005,25095-188-55,45,0,13,7,14
2025-06-02,ST005,25095-188-55,24,25,6.9,7,14
2025-06-09,ST005,25095-188-55,27,0,7.8,7,14
2025-06-16,ST005,25095-188-55,38,0,11,7,14
2025-06-23,ST005,25095-188-55,44,0,12.7,7,14
2025-06-30,ST005,25095-188-55,22,27,6.3,7,14
2025-07-07,ST005,25095-188-55,26,0,7.5,7,14
2025-07-14,ST005,25095-188-55,39,0,11.3,7,14
2025-07-21,ST005,25095-188-55,44,0,12.7,7,14
2025-07-28,ST005,25095-188-55,25,0,7.2,7,14
2025-08-04,ST005,25095-188-55,36,0,10.4,7,14
2025-08-11,ST005,25095-188-55,17,26,4.9,7,14
2025-08-18,ST005,25095-188-55,43,0,12.4,7,14
2025-08-25,ST005,25095-188-55,26,0,7.5,7,14
2025-09-01,ST005,25095-188-55,30,0,8.7,7,14
2025-09-08,ST005,25095-188-55,39,0,11.3,7,14
2025-09-15,ST005,25095-188-55,46,0,13.3,7,14
2025-09-22,ST005,25095-188-55,26,0,7.5,7,14
2025-09-29,ST005,25095-188-55,38,0,11,7,14
2025-10-06,ST005,25095-188-55,26,0,7.5,7,14
2025-10-13,ST005,25095-188-55,26,0,7.5,7,14
2025-10-20,ST005,25095-188-55,27,0,7.8,7,14
2025-10-27,ST005,25095-188-55,38,0,11,7,14
2025-11-03,ST005,25095-188-55,22,25,6.3,7,14
2025-11-10,ST005,25095-188-55,25,0,7.2,7,14
2025-11-17,ST005,25095-188-55,40,0,11.5,7,14
2025-11-24,ST005,25095-188-55,14,28,4,7,14
2025-12-01,ST005,25095-188-55,15,29,4.3,7,14
2025-12-08,ST005,25095-188-55,20,28,5.8,7,14
2025-12-15,ST005,25095-188-55,25,0,7.2,7,14
2025-12-22,ST005,25095-188-55,26,0,7.5,7,14
2025-12-29,ST005,25095-188-55,42,0,12.1,7,14
2024-01-01,ST005,59315-796-34,33,0,20.3,10,21
2024-01-08,ST005,59315-796-34,23,0,14.1,10,21
2024-01-15,ST005,59315-796-34,14,18,8.6,10,21
2024-01-22,ST005,59315-796-34,22,0,13.5,10,21
2024-01-29,ST005,59315-796-34,34,0,20.9,10,21
2024-02-05,ST005,59315-796-34,24,0,14.7,10,21
2024-02-12,ST005,59315-796-34,30,0,18.4,10,21
2024-02-19,ST005,59315-796-34,24,0,14.7,10,21
2024-02-26,ST005,59315-796-34,30,0,18.4,10,21
2024-03-04,ST005,59315-796-34,18,0,11.1,10,21
2024-03-11,ST005,59315-796-34,23,0,14.1,10,21
2024-03-18,ST005,59315-796-34,15,18,9.2,10,21
2024-03-25,ST005,59315-796-34,27,0,16.6,10,21
2024-04-01,ST005,59315-796-34,20,0,12.3,10,21
2024-04-08,ST005,59315-796-34,26,0,16,10,21
2024-04-15,ST005,59315-796-34,13,20,8,10,21
2024-04-22,ST005,59315-796-34,26,0,16,10,21
2024-04-29,ST005,59315-796-34,29,0,17.8,10,21
2024-05-06,ST005,59315-796-34,18,0,11.1,10,21
2024-05-13,ST005,59315-796-34,26,0,16,10,21
2024-05-20,ST005,59315-796-34,16,18,9.8,10,21
2024-05-27,ST005,59315-796-34,22,0,13.5,10,21
2024-06-03,ST005,59315-796-34,14,19,8.6,10,21
2024-06-10,ST005,59315-796-34,22,0,13.5,10,21
2024-06-17,ST005,59315-796-34,14,18,8.6,10,21
2024-06-24,ST005,59315-796-34,23,0,14.1,10,21
2024-07-01,ST005,59315-796-34,13,18,8,10,21
2024-07-08,ST005,59315-796-34,22,0,13.5,10,21
2024-07-15,ST005,59315-796-34,9,20,5.5,10,21
2024-07-22,ST005,59315-796-34,21,0,12.9,10,21
2024-07-29,ST005,59315-796-34,34,0,20.9,10,21
2024-08-05,ST005,59315-796-34,18,0,11.1,10,21
2024-08-12,ST005,59315-796-34,22,0,13.5,10,21
2024-08-19,ST005,59315-796-34,33,0,20.3,10,21
2024-08-26,ST005,59315-796-34,23,0,14.1,10,21
2024-09-02,ST005,59315-796-34,32,0,19.7,10,21
2024-09-09,ST005,59315-796-34,23,0,14.1,10,21
2024-09-16,ST005,59315-796-34,13,20,8,10,21
2024-09-23,ST005,59315-796-34,27,0,16.6,10,21
2024-09-30,ST005,59315-796-34,18,0,11.1,10,21
2024-10-07,ST005,59315-796-34,26,0,16,10,21
2024-10-14,ST005,59315-796-34,12,18,7.4,10,21
2024-10-21,ST005,59315-796-34,16,18,9.8,10,21
2024-10-28,ST005,59315-796-34,27,0,16.6,10,21
2024-11-04,ST005,59315-796-34,24,0,14.7,10,21
2024-11-11,ST005,59315-796-34,15,18,9.2,10,21
2024-11-18,ST005,59315-796-34,23,0,14.1,10,21
2024-11-25,ST005,59315-796-34,28,0,17.2,10,21
2024-12-02,ST005,59315-796-34,23,0,14.1,10,21
2024-12-09,ST005,59315-796-34,33,0,20.3,10,21
2024-12-16,ST005,59315-796-34,23,0,14.1,10,21
2024-12-23,ST005,59315-796-34,15,19,9.2,10,21
2024-12-30,ST005,59315-796-34,19,0,11.7,10,21
2025-01-06,ST005,59315-796-34,31,0,19,10,21
2025-01-13,ST005,59315-796-34,22,0,13.5,10,21
2025-01-20,ST005,59315-796-34,16,18,9.8,10,21
2025-01-27,ST005,59315-796-34,20,0,12.3,10,21
2025-02-03,ST005,59315-796-34,30,0,18.4,10,21
2025-02-10,ST005,59315-796-34,22,0,13.5,10,21
2025-02-17,ST005,59315-796-34,12,21,7.4,10,21
2025-02-24,ST005,59315-796-34,21,0,12.9,10,21
2025-03-03,ST005,59315-796-34,30,0,18.4,10,21
2025-03-10,ST005,59315-796-34,18,0,11.1,10,21
2025-03-17,ST005,59315-796-34,20,0,12.3,10,21
2025-03-24,ST005,59315-796-34,11,20,6.8,10,21
2025-03-31,ST005,59315-796-34,16,18,9.8,10,21
2025-04-07,ST005,59315-796-34,29,0,17.8,10,21
2025-04-14,ST005,59315-796-34,17,0,10.4,10,21
2025-04-21,ST005,59315-796-34,23,0,14.1,10,21
2025-04-28,ST005,59315-796-34,12,22,7.4,10,21
2025-05-05,ST005,59315-796-34,26,0,16,10,21
2025-05-12,ST005,59315-796-34,18,0,11.1,10,21
2025-05-19,ST005,59315-796-34,24,0,14.7,10,21
2025-05-26,ST005,59315-796-34,20,0,12.3,10,21
2025-06-02,ST005,59315-796-34,25,0,15.4,10,21
2025-06-09,ST005,59315-796-34,12,18,7.4,10,21
2025-06-16,ST005,59315-796-34,13,21,8,10,21
2025-06-23,ST005,59315-796-34,27,0,16.6,10,21
2025-06-30,ST005,59315-796-34,13,21,8,10,21
2025-07-07,ST005,59315-796-34,29,0,17.8,10,21
2025-07-14,ST005,59315-796-34,26,0,16,10,21
2025-07-21,ST005,59315-796-34,14,20,8.6,10,21
2025-07-28,ST005,59315-796-34,25,0,15.4,10,21
2025-08-04,ST005,59315-796-34,13,18,8,10,21
2025-08-11,ST005,59315-796-34,20,0,12.3,10,21
2025-08-18,ST005,59315-796-34,16,18,9.8,10,21
2025-08-25,ST005,59315-796-34,26,0,16,10,21
2025-09-01,ST005,59315-796-34,20,0,12.3,10,21
2025-09-08,ST005,59315-796-34,26,0,16,10,21
2025-09-15,ST005,59315-796-34,14,19,8.6,10,21
2025-09-22,ST005,59315-796-34,23,0,14.1,10,21
2025-09-29,ST005,59315-796-34,16,18,9.8,10,21
2025-10-06,ST005,59315-796-34,23,0,14.1,10,21
2025-10-13,ST005,59315-796-34,19,0,11.7,10,21
2025-10-20,ST005,59315-796-34,29,0,17.8,10,21
2025-10-27,ST005,59315-796-34,20,0,12.3,10,21
2025-11-03,ST005,59315-796-34,15,18,9.2,10,21
2025-11-10,ST005,59315-796-34,25,0,15.4,10,21
2025-11-17,ST005,59315-796-34,15,18,9.2,10,21
2025-11-24,ST005,59315-796-34,21,0,12.9,10,21
2025-12-01,ST005,59315-796-34,13,18,8,10,21
2025-12-08,ST005,59315-796-34,22,0,13.5,10,21
2025-12-15,ST005,59315-796-34,16,18,9.8,10,21
2025-12-22,ST005,59315-796-34,28,0,17.2,10,21
2025-12-29,ST005,59315-796-34,8,20,4.9,10,21
2024-01-01,ST005,90471-917-54,16,0,20.2,10,21
2024-01-08,ST005,90471-917-54,10,0,12.6,10,21
2024-01-15,ST005,90471-917-54,14,0,17.7,10,21
2024-01-22,ST005,90471-917-54,16,0,20.2,10,21
2024-01-29,ST005,90471-917-54,11,0,13.9,10,21
2024-02-05,ST005,90471-917-54,6,10,7.6,10,21
2024-02-12,ST005,90471-917-54,10,0,12.6,10,21
2024-02-19,ST005,90471-917-54,14,0,17.7,10,21
2024-02-26,ST005,90471-917-54,11,0,13.9,10,21
2024-03-04,ST005,90471-917-54,17,0,21.5,10,21
2024-03-11,ST005,90471-917-54,14,0,17.7,10,21
2024-03-18,ST005,90471-917-54,9,0,11.4,10,21
2024-03-25,ST005,90471-917-54,8,0,10.1,10,21
2024-04-01,ST005,90471-917-54,15,0,18.9,10,21
2024-04-08,ST005,90471-917-54,12,0,15.2,10,21
2024-04-15,ST005,90471-917-54,8,0,10.1,10,21
2024-04-22,ST005,90471-917-54,10,0,12.6,10,21
2024-04-29,ST005,90471-917-54,16,0,20.2,10,21
2024-05-06,ST005,90471-917-54,12,0,15.2,10,21
2024-05-13,ST005,90471-917-54,7,10,8.8,10,21
2024-05-20,ST005,90471-917-54,15,0,18.9,10,21
2024-05-27,ST005,90471-917-54,10,0,12.6,10,21
2024-06-03,ST005,90471-917-54,8,0,10.1,10,21
2024-06-10,ST005,90471-917-54,15,0,18.9,10,21
2024-06-17,ST005,90471-917-54,12,0,15.2,10,21
2024-06-24,ST005,90471-917-54,2,11,2.5,10,21
2024-07-01,ST005,90471-917-54,10,0,12.6,10,21
2024-07-08,ST005,90471-917-54,11,0,13.9,10,21
2024-07-15,ST005,90471-917-54,15,0,18.9,10,21
2024-07-22,ST005,90471-917-54,12,0,15.2,10,21
2024-07-29,ST005,90471-917-54,5,11,6.3,10,21
2024-08-05,ST005,90471-917-54,14,0,17.7,10,21
2024-08-12,ST005,90471-917-54,9,0,11.4,10,21
2024-08-19,ST005,90471-917-54,15,0,18.9,10,21
2024-08-26,ST005,90471-917-54,12,0,15.2,10,21
2024-09-02,ST005,90471-917-54,14,0,17.7,10,21
2024-09-09,ST005,90471-917-54,10,0,12.6,10,21
2024-09-16,ST005,90471-917-54,15,0,18.9,10,21
2024-09-23,ST005,90471-917-54,9,0,11.4,10,21
2024-09-30,ST005,90471-917-54,15,0,18.9,10,21
2024-10-07,ST005,90471-917-54,12,0,15.2,10,21
2024-10-14,ST005,90471-917-54,9,0,11.4,10,21
2024-10-21,ST005,90471-917-54,15,0,18.9,10,21
2024-10-28,ST005,90471-917-54,10,0,12.6,10,21
2024-11-04,ST005,90471-917-54,9,0,11.4,10,21
2024-11-11,ST005,90471-917-54,17,0,21.5,10,21
2024-11-18,ST005,90471-917-54,16,0,20.2,10,21
2024-11-25,ST005,90471-917-54,13,0,16.4,10,21
2024-12-02,ST005,90471-917-54,10,0,12.6,10,21
2024-12-09,ST005,90471-917-54,7,10,8.8,10,21
2024-12-16,ST005,90471-917-54,11,0,13.9,10,21
2024-12-23,ST005,90471-917-54,15,0,18.9,10,21
2024-12-30,ST005,90471-917-54,14,0,17.7,10,21
2025-01-06,ST005,90471-917-54,10,0,12.6,10,21
2025-01-13,ST005,90471-917-54,13,0,16.4,10,21
2025-01-20,ST005,90471-917-54,10,0,12.6,10,21
2025-01-27,ST005,90471-917-54,8,0,10.1,10,21
2025-02-03,ST005,90471-917-54,14,0,17.7,10,21
2025-02-10,ST005,90471-917-54,8,0,10.1,10,21
2025-02-17,ST005,90471-917-54,5,10,6.3,10,21
2025-02-24,ST005,90471-917-54,9,0,11.4,10,21
